Measurement #, Current (mA), Power (mW), Bus voltage (mV), Shunt voltage (mV) 
846, 30000, 919, 4788, 3
847, 30100, 919, 4792, 3
848, 30000, 918, 4792, 3
849, 30000, 919, 4788, 3
850, 30000, 919, 4792, 3
851, 30000, 918, 4792, 3
852, 30000, 918, 4788, 3
853, 30100, 919, 4792, 3
854, 30000, 919, 4792, 3
855, 30000, 919, 4792, 3
856, 30000, 919, 4792, 3
857, 30000, 918, 4788, 3
858, 30000, 918, 4792, 3
859, 30000, 921, 4788, 3
860, 30100, 918, 4788, 3
861, 30000, 918, 4788, 3
862, 30000, 919, 4788, 3
863, 30000, 919, 4792, 3
864, 30000, 919, 4788, 3
865, 30000, 919, 4792, 3
866, 30000, 919, 4792, 3
867, 30000, 919, 4792, 3
868, 30000, 919, 4792, 3
869, 30000, 919, 4792, 3
870, 30000, 918, 4792, 3
871, 30000, 919, 4792, 3
872, 30000, 919, 4792, 3
873, 30000, 918, 4792, 3
874, 30000, 919, 4792, 3
875, 30000, 921, 4792, 3
876, 30000, 918, 4788, 3
877, 30000, 918, 4792, 3
878, 30000, 918, 4788, 3
879, 30000, 919, 4792, 3
880, 30000, 919, 4792, 3
881, 30100, 919, 4792, 3
882, 30000, 919, 4788, 3
883, 30000, 921, 4792, 3
884, 30100, 919, 4788, 3
885, 30000, 921, 4792, 3
886, 30100, 921, 4792, 3
887, 30000, 919, 4792, 3
888, 30000, 919, 4792, 3
889, 30000, 921, 4792, 3
890, 30000, 919, 4788, 3
891, 30000, 919, 4788, 3
892, 30000, 918, 4788, 3
893, 30000, 921, 4788, 3
894, 30000, 918, 4788, 3
895, 30000, 918, 4792, 3
896, 30000, 919, 4788, 3
897, 30000, 919, 4792, 3
898, 30000, 919, 4792, 3
899, 30000, 918, 4788, 3
900, 30000, 921, 4792, 3
901, 30000, 921, 4792, 3
902, 30000, 921, 4788, 3
903, 30000, 918, 4788, 3
904, 30000, 921, 4792, 3
905, 30100, 919, 4792, 3
906, 30000, 918, 4792, 3
907, 30100, 921, 4792, 3
908, 30000, 918, 4792, 3
909, 30000, 919, 4792, 3
910, 30000, 918, 4788, 3
911, 30000, 918, 4788, 3
912, 30000, 919, 4792, 3
913, 30000, 919, 4792, 3
914, 30000, 919, 4792, 3
915, 30000, 919, 4792, 3
916, 30000, 919, 4792, 3
917, 30100, 921, 4792, 3
918, 30000, 918, 4792, 3
919, 30000, 918, 4788, 3
920, 30000, 918, 4788, 3
921, 30000, 918, 4792, 3
922, 30000, 919, 4788, 3
923, 30000, 919, 4792, 3
924, 30000, 918, 4792, 3
925, 30000, 919, 4788, 3
926, 30000, 918, 4788, 3
927, 30000, 919, 4792, 3
928, 30000, 919, 4792, 3
929, 30100, 918, 4788, 3
930, 30000, 919, 4788, 3
931, 30100, 918, 4788, 3
932, 30000, 919, 4788, 3
933, 30000, 919, 4792, 3
934, 30000, 919, 4792, 3
935, 30000, 918, 4792, 3
936, 30000, 919, 4792, 3
937, 30000, 918, 4792, 3
938, 30000, 919, 4792, 3
939, 30000, 921, 4792, 3
940, 30000, 919, 4788, 3
941, 30000, 918, 4788, 3
942, 30000, 919, 4792, 3
943, 30000, 918, 4788, 3
944, 30100, 918, 4788, 3
945, 30000, 919, 4792, 3
946, 30000, 919, 4792, 3
947, 30000, 918, 4792, 3
948, 30000, 919, 4792, 3
949, 30000, 921, 4792, 3
950, 30000, 918, 4792, 3
951, 30000, 921, 4792, 3
952, 30000, 919, 4792, 3
953, 30000, 918, 4788, 3
954, 30000, 919, 4788, 3
955, 30000, 919, 4792, 3
956, 30100, 919, 4792, 3
957, 30000, 918, 4788, 3
958, 30000, 921, 4788, 3
959, 30100, 918, 4792, 3
960, 30000, 919, 4792, 3
961, 30000, 918, 4788, 3
962, 30000, 919, 4788, 3
963, 30000, 919, 4792, 3
964, 29900, 919, 4788, 3
965, 29900, 921, 4788, 3
966, 30000, 918, 4792, 3
967, 30000, 918, 4788, 3
968, 30000, 918, 4792, 3
969, 30000, 918, 4792, 3
970, 30000, 919, 4792, 3
971, 30000, 918, 4792, 3
972, 30100, 918, 4792, 3
973, 30000, 919, 4792, 3
974, 30000, 919, 4792, 3
975, 30000, 918, 4792, 3
976, 30000, 918, 4788, 3
977, 30000, 919, 4788, 3
978, 30000, 919, 4792, 3
979, 30100, 919, 4788, 3
980, 30000, 918, 4788, 3
981, 30000, 919, 4792, 3
982, 30000, 918, 4788, 3
983, 30000, 919, 4792, 3
984, 30000, 919, 4792, 3
985, 30000, 919, 4792, 3
986, 30000, 919, 4792, 3
987, 30000, 918, 4792, 3
988, 30000, 919, 4788, 3
989, 30000, 919, 4792, 3
990, 30000, 918, 4792, 3
991, 30000, 921, 4788, 3
992, 30000, 916, 4792, 3
993, 30100, 919, 4788, 3
994, 30000, 919, 4792, 3
995, 30000, 919, 4788, 3
996, 30000, 919, 4792, 3
997, 30000, 919, 4792, 3
998, 30000, 918, 4792, 3
999, 30100, 921, 4788, 3
