Measurement #, Current (mA), Power (mW), Bus voltage (mV), Shunt voltage (mV) 
812, 35300, 1104, 4768, 3
813, 38500, 1172, 4788, 3
814, 35300, 1075, 4784, 3
815, 38300, 1113, 4788, 3
816, 39400, 1009, 4784, 3
817, 38100, 1034, 4780, 3
818, 35500, 1145, 4780, 3
819, 34200, 1114, 4784, 3
820, 35200, 1122, 4788, 3
821, 34300, 1068, 4776, 3
822, 38500, 1032, 4780, 3
823, 37400, 1098, 4784, 3
824, 38200, 1108, 4780, 3
825, 39400, 1027, 4784, 3
826, 38600, 1057, 4780, 3
827, 39200, 1055, 4772, 3
828, 39900, 1011, 4780, 3
829, 38300, 1131, 4784, 3
830, 39200, 1036, 4780, 3
831, 38000, 1070, 4780, 3
832, 35200, 1032, 4784, 4
833, 35000, 1024, 4784, 3
834, 38700, 1019, 4780, 3
835, 35100, 1013, 4776, 3
836, 36000, 1126, 4780, 3
837, 38700, 1114, 4784, 3
838, 38400, 1031, 4784, 3
839, 38800, 1070, 4772, 3
840, 39100, 1032, 4780, 3
841, 38500, 1122, 4776, 3
842, 36500, 1149, 4772, 3
843, 40100, 1062, 4780, 3
844, 34700, 1152, 4768, 4
845, 38600, 1106, 4784, 3
846, 38100, 1011, 4776, 4
847, 40500, 1191, 4780, 3
848, 37600, 1119, 4788, 3
849, 34100, 1173, 4780, 3
850, 38500, 1037, 4784, 3
851, 34900, 1149, 4776, 3
852, 35200, 1080, 4780, 3
853, 37000, 1111, 4776, 4
854, 35800, 1136, 4784, 3
855, 38300, 1041, 4776, 3
856, 35300, 1157, 4784, 4
857, 34300, 1103, 4780, 3
858, 34900, 1126, 4780, 4
859, 37400, 1177, 4768, 3
860, 37000, 1147, 4784, 3
861, 39500, 1014, 4780, 3
862, 35000, 1068, 4788, 3
863, 38900, 1047, 4788, 3
864, 38000, 1013, 4784, 3
865, 39100, 1050, 4780, 3
866, 34800, 1054, 4776, 3
867, 37300, 1109, 4780, 3
868, 39400, 1014, 4784, 3
869, 34200, 1024, 4784, 3
870, 33200, 1101, 4780, 3
871, 39400, 1016, 4788, 3
872, 37700, 1049, 4788, 3
873, 39900, 998, 4780, 3
874, 35000, 1085, 4784, 3
875, 35400, 1132, 4784, 3
876, 38300, 1009, 4780, 3
877, 37200, 1083, 4784, 3
878, 33300, 1109, 4776, 3
879, 34900, 1057, 4780, 3
880, 37800, 1139, 4784, 3
881, 38500, 1039, 4784, 3
882, 37900, 1099, 4784, 3
883, 37300, 1109, 4788, 3
884, 36200, 1119, 4776, 3
885, 33400, 1057, 4776, 3
886, 35700, 1111, 4784, 3
887, 39400, 1026, 4788, 3
888, 41000, 1016, 4784, 3
889, 39200, 1081, 4776, 3
890, 35100, 1119, 4776, 3
891, 38400, 1068, 4780, 3
892, 37200, 1024, 4788, 3
893, 36300, 1095, 4780, 3
894, 40800, 1036, 4780, 3
895, 34000, 1078, 4784, 3
896, 34600, 1111, 4788, 3
897, 36300, 1019, 4784, 3
898, 37000, 1054, 4780, 3
899, 39000, 988, 4784, 3
900, 35900, 1114, 4784, 3
901, 39600, 1027, 4780, 3
902, 39500, 1037, 4784, 3
903, 38800, 1073, 4780, 3
904, 35000, 1041, 4788, 3
905, 38700, 1075, 4784, 3
906, 34000, 1132, 4780, 3
907, 34300, 1124, 4780, 3
908, 39100, 1070, 4780, 3
909, 37400, 1096, 4784, 3
910, 36000, 1109, 4784, 3
911, 34900, 996, 4780, 4
912, 35400, 1059, 4784, 3
913, 40700, 1004, 4788, 3
914, 35800, 1047, 4784, 3
915, 34000, 1086, 4784, 3
916, 37000, 1011, 4776, 3
917, 37900, 1034, 4780, 3
918, 35800, 1160, 4780, 3
919, 35900, 1063, 4772, 3
920, 37200, 1081, 4784, 3
921, 34600, 1021, 4784, 3
922, 36000, 1127, 4784, 3
923, 34200, 1022, 4776, 3
924, 35000, 1027, 4784, 3
925, 35700, 1150, 4772, 3
926, 35100, 1054, 4780, 3
927, 37100, 1003, 4788, 4
928, 34700, 1114, 4788, 3
929, 38900, 1037, 4776, 3
930, 34200, 993, 4780, 3
931, 37100, 1096, 4784, 3
932, 35000, 1034, 4788, 3
933, 36800, 1029, 4780, 3
934, 38900, 1175, 4772, 3
935, 38300, 1118, 4780, 3
936, 35100, 1140, 4776, 3
937, 34600, 1006, 4780, 3
938, 36500, 1060, 4776, 3
939, 35500, 1032, 4784, 3
940, 34900, 1106, 4780, 3
941, 38400, 1177, 4788, 3
942, 39300, 1013, 4780, 3
943, 38100, 1026, 4776, 3
944, 37900, 1158, 4776, 3
945, 35000, 1113, 4784, 3
946, 35000, 1044, 4776, 3
947, 36600, 1121, 4784, 3
948, 38600, 1044, 4776, 3
949, 33500, 1163, 4784, 3
950, 36700, 1072, 4776, 3
951, 39400, 998, 4780, 3
952, 38200, 1031, 4780, 3
953, 36300, 1055, 4776, 3
954, 36000, 1062, 4780, 3
955, 35200, 1140, 4788, 3
956, 33900, 1065, 4784, 3
957, 35400, 1119, 4776, 3
958, 40800, 1034, 4788, 3
959, 40200, 1027, 4776, 3
960, 36600, 1177, 4788, 3
961, 33600, 1093, 4780, 3
962, 34500, 1132, 4788, 3
963, 33600, 1134, 4784, 3
964, 38100, 1059, 4780, 3
965, 36900, 1139, 4780, 3
966, 37500, 1024, 4780, 3
967, 33800, 1041, 4784, 3
968, 34100, 1054, 4780, 3
969, 34700, 1104, 4772, 3
970, 33300, 1068, 4780, 3
971, 35000, 1114, 4784, 3
972, 38700, 1055, 4788, 3
973, 34900, 1055, 4784, 3
974, 38400, 1080, 4788, 3
975, 34300, 1024, 4768, 3
976, 39100, 1050, 4776, 3
977, 34000, 1054, 4788, 3
978, 38100, 1122, 4784, 3
979, 35800, 1029, 4784, 3
980, 35500, 1116, 4776, 3
981, 34100, 1140, 4784, 3
982, 34400, 1091, 4776, 3
983, 36900, 1132, 4780, 3
984, 33700, 1136, 4788, 3
985, 35500, 1126, 4776, 3
986, 35800, 1090, 4772, 3
987, 34900, 1116, 4780, 3
988, 39000, 1106, 4768, 3
989, 39900, 1049, 4788, 3
990, 38700, 1077, 4788, 3
991, 34000, 1093, 4776, 3
992, 35600, 1029, 4784, 3
993, 39400, 1085, 4784, 3
994, 38000, 1099, 4780, 3
995, 34000, 1137, 4780, 3
996, 34400, 1021, 4784, 3
997, 36700, 1065, 4776, 3
998, 35500, 1008, 4788, 3
999, 35200, 1111, 4784, 3
