Measurement #, Current (mA), Power (mW), Bus voltage (mV), Shunt voltage (mV) 
864, 24500, 788, 4804, 2
865, 24500, 788, 4804, 2
866, 24500, 788, 4804, 2
867, 24500, 785, 4804, 2
868, 24400, 783, 4800, 2
869, 24300, 788, 4804, 2
870, 24500, 788, 4804, 2
871, 24500, 788, 4804, 2
872, 24600, 788, 4804, 2
873, 24500, 788, 4804, 2
874, 24500, 788, 4804, 2
875, 24500, 788, 4800, 2
876, 24500, 791, 4804, 2
877, 24500, 788, 4804, 2
878, 24600, 791, 4804, 2
879, 24600, 791, 4804, 2
880, 24600, 791, 4804, 2
881, 24600, 791, 4804, 2
882, 24600, 791, 4804, 2
883, 24600, 793, 4804, 2
884, 24700, 791, 4804, 2
885, 24700, 793, 4804, 2
886, 24600, 793, 4804, 2
887, 24700, 790, 4804, 2
888, 24700, 791, 4804, 2
889, 24700, 793, 4804, 2
890, 24700, 793, 4804, 2
891, 24700, 793, 4804, 2
892, 24700, 793, 4804, 2
893, 24700, 793, 4804, 2
894, 24700, 796, 4804, 2
895, 24700, 793, 4804, 2
896, 24700, 793, 4804, 2
897, 24900, 798, 4804, 2
898, 24700, 793, 4804, 2
899, 24800, 793, 4804, 2
900, 24700, 793, 4804, 2
901, 24700, 793, 4804, 2
902, 24700, 793, 4804, 2
903, 24800, 795, 4800, 2
904, 24800, 796, 4804, 2
905, 24700, 796, 4804, 2
906, 24800, 796, 4804, 2
907, 24800, 796, 4804, 2
908, 24800, 796, 4804, 2
909, 24700, 793, 4804, 2
910, 24800, 796, 4804, 2
911, 24800, 796, 4804, 2
912, 24800, 796, 4804, 2
913, 24800, 796, 4804, 2
914, 24800, 796, 4804, 2
915, 24800, 793, 4804, 2
916, 24800, 795, 4800, 2
917, 24800, 796, 4804, 2
918, 24800, 793, 4804, 2
919, 24800, 796, 4804, 2
920, 24800, 796, 4800, 2
921, 24800, 796, 4804, 2
922, 24800, 796, 4804, 2
923, 24800, 796, 4804, 2
924, 24800, 796, 4804, 2
925, 24800, 796, 4804, 2
926, 24800, 796, 4804, 2
927, 24800, 796, 4804, 2
928, 24900, 798, 4800, 2
929, 24800, 798, 4804, 2
930, 24800, 796, 4804, 2
931, 24900, 796, 4804, 2
932, 24900, 796, 4804, 2
933, 24800, 795, 4800, 2
934, 24900, 795, 4804, 2
935, 24800, 796, 4804, 2
936, 24800, 795, 4800, 2
937, 24900, 796, 4804, 2
938, 24800, 798, 4804, 2
939, 24800, 796, 4804, 2
940, 24800, 796, 4804, 2
941, 24800, 796, 4804, 2
942, 24800, 796, 4804, 2
943, 24800, 798, 4804, 2
944, 24800, 796, 4804, 2
945, 24900, 798, 4804, 2
946, 24800, 796, 4804, 2
947, 24800, 796, 4804, 2
948, 24800, 796, 4804, 2
949, 24800, 796, 4804, 2
950, 24800, 796, 4804, 2
951, 24900, 796, 4804, 2
952, 24900, 796, 4804, 2
953, 24800, 796, 4804, 2
954, 24800, 796, 4804, 2
955, 24800, 796, 4804, 2
956, 24900, 796, 4804, 2
957, 24800, 796, 4804, 2
958, 24900, 795, 4800, 2
959, 24800, 798, 4804, 2
960, 24900, 796, 4800, 2
961, 24800, 796, 4804, 2
962, 24800, 796, 4804, 2
963, 24800, 796, 4804, 2
964, 24800, 796, 4808, 2
965, 24800, 796, 4804, 2
966, 24800, 793, 4804, 2
967, 24700, 796, 4804, 2
968, 24600, 788, 4804, 2
969, 23600, 762, 4808, 2
970, 23800, 767, 4804, 2
971, 23800, 770, 4808, 2
972, 23100, 767, 4808, 2
973, 21900, 754, 4812, 2
974, 23300, 755, 4808, 2
975, 23100, 757, 4804, 2
976, 23000, 755, 4812, 2
977, 23400, 762, 4808, 2
978, 23100, 757, 4808, 2
979, 23600, 765, 4808, 2
980, 23300, 760, 4804, 2
981, 22600, 755, 4812, 2
982, 23800, 806, 4796, 2
983, 23600, 765, 4808, 2
984, 23500, 772, 4804, 2
985, 24200, 778, 4808, 2
986, 23800, 767, 4808, 2
987, 24000, 773, 4808, 2
988, 23400, 765, 4808, 2
989, 23700, 769, 4804, 2
990, 23900, 775, 4808, 2
991, 23600, 770, 4808, 2
992, 23800, 770, 4808, 2
993, 23500, 757, 4808, 2
994, 23700, 769, 4808, 2
995, 23800, 775, 4804, 2
996, 23800, 775, 4804, 2
997, 23800, 772, 4808, 2
998, 22900, 755, 4808, 2
999, 22800, 762, 4808, 2
