Measurement #, Current (mA), Power (mW), Bus voltage (mV), Shunt voltage (mV) 
864, 27400, 857, 4796, 2
865, 27800, 867, 4796, 2
866, 27600, 867, 4796, 2
867, 27900, 868, 4796, 2
868, 27500, 862, 4796, 2
869, 27700, 864, 4796, 2
870, 27500, 862, 4796, 2
871, 27600, 864, 4796, 2
872, 28100, 877, 4792, 2
873, 28200, 878, 4796, 2
874, 28200, 877, 4796, 2
875, 27800, 864, 4796, 2
876, 27900, 872, 4796, 2
877, 28000, 868, 4796, 2
878, 28000, 868, 4796, 2
879, 28000, 868, 4792, 2
880, 27600, 862, 4796, 2
881, 27900, 868, 4796, 2
882, 27800, 864, 4796, 2
883, 27800, 867, 4796, 2
884, 27700, 864, 4800, 2
885, 27800, 864, 4796, 2
886, 27700, 862, 4796, 2
887, 27600, 862, 4796, 2
888, 27900, 868, 4796, 2
889, 27900, 868, 4796, 2
890, 28000, 872, 4792, 2
891, 27900, 872, 4796, 2
892, 28000, 868, 4796, 2
893, 28000, 872, 4796, 2
894, 27900, 868, 4796, 2
895, 27900, 868, 4792, 2
896, 27900, 868, 4792, 2
897, 27900, 868, 4796, 2
898, 27900, 872, 4796, 2
899, 28000, 872, 4796, 2
900, 28000, 872, 4796, 2
901, 28000, 873, 4792, 2
902, 28000, 872, 4796, 2
903, 27900, 868, 4796, 2
904, 27900, 868, 4796, 2
905, 27900, 867, 4796, 2
906, 27800, 867, 4796, 2
907, 27700, 867, 4796, 2
908, 27800, 865, 4796, 2
909, 27800, 867, 4796, 2
910, 27700, 864, 4796, 2
911, 27700, 864, 4796, 2
912, 27700, 864, 4796, 2
913, 27700, 864, 4796, 2
914, 27600, 864, 4796, 2
915, 27700, 865, 4796, 2
916, 27700, 864, 4796, 2
917, 27700, 864, 4796, 2
918, 27700, 864, 4796, 2
919, 27700, 864, 4796, 2
920, 27800, 867, 4796, 2
921, 27800, 867, 4796, 2
922, 27800, 864, 4796, 2
923, 27700, 864, 4796, 2
924, 27700, 864, 4800, 2
925, 27700, 864, 4796, 2
926, 27700, 864, 4792, 2
927, 27800, 867, 4796, 2
928, 27900, 867, 4796, 2
929, 27800, 867, 4796, 2
930, 27700, 867, 4796, 2
931, 27800, 867, 4796, 2
932, 27800, 867, 4796, 2
933, 27700, 864, 4800, 2
934, 27800, 867, 4796, 2
935, 27700, 864, 4796, 2
936, 27800, 865, 4800, 2
937, 27700, 867, 4796, 2
938, 27700, 864, 4796, 2
939, 27700, 864, 4796, 2
940, 27400, 855, 4796, 2
941, 27600, 862, 4800, 2
942, 27300, 855, 4800, 2
943, 27300, 855, 4796, 2
944, 27600, 862, 4796, 2
945, 27600, 862, 4796, 2
946, 27800, 867, 4796, 2
947, 27500, 859, 4796, 2
948, 27700, 864, 4796, 2
949, 27500, 859, 4796, 2
950, 27400, 857, 4796, 2
951, 27500, 857, 4796, 2
952, 27300, 855, 4796, 2
953, 27500, 859, 4800, 2
954, 27700, 864, 4796, 2
955, 27500, 857, 4796, 2
956, 27400, 857, 4800, 2
957, 27300, 855, 4796, 2
958, 27400, 857, 4796, 2
959, 27400, 860, 4800, 2
960, 27500, 857, 4796, 2
961, 27300, 852, 4800, 2
962, 27300, 855, 4796, 2
963, 27500, 857, 4800, 2
964, 27400, 852, 4800, 2
965, 27300, 855, 4796, 2
966, 27600, 862, 4796, 2
967, 27700, 864, 4796, 2
968, 27600, 859, 4796, 2
969, 27500, 859, 4796, 2
970, 28300, 878, 4796, 2
971, 28200, 877, 4796, 2
972, 28200, 877, 4796, 2
973, 28200, 875, 4792, 2
974, 28200, 878, 4796, 2
975, 28200, 873, 4792, 2
976, 27600, 859, 4796, 2
977, 28200, 873, 4792, 2
978, 28400, 882, 4796, 2
979, 28400, 882, 4796, 2
980, 28400, 878, 4792, 2
981, 28400, 878, 4796, 2
982, 28400, 878, 4796, 2
983, 28300, 882, 4796, 2
984, 28300, 878, 4796, 2
985, 28200, 877, 4796, 2
986, 27600, 862, 4796, 2
987, 27400, 857, 4796, 2
988, 27900, 868, 4796, 2
989, 27700, 864, 4796, 2
990, 27600, 864, 4796, 2
991, 28000, 872, 4796, 2
992, 27900, 868, 4796, 2
993, 27800, 867, 4792, 2
994, 26800, 850, 4800, 2
995, 27800, 867, 4796, 2
996, 27800, 867, 4796, 2
997, 27700, 864, 4796, 2
998, 27700, 864, 4792, 2
999, 27700, 862, 4796, 2
