Measurement #, Current (mA), Power (mW), Bus voltage (mV), Shunt voltage (mV) 
864, 3300, 280, 4880, 0
865, 3500, 275, 4876, 0
866, 3400, 290, 4880, 0
867, 3200, 300, 4896, 0
868, 3800, 290, 4880, 0
869, 3600, 293, 4880, 0
870, 1200, 279, 4880, 0
871, 3100, 569, 4876, 0
872, 3400, 293, 4896, 0
873, 3300, 295, 4876, 0
874, 3400, 288, 4876, 0
875, 1700, 288, 4880, 0
876, 3500, 503, 4876, 0
877, 3500, 288, 4880, 0
878, 3900, 284, 4880, 0
879, 3500, 285, 4876, 0
880, 3100, 293, 4880, 0
881, 3400, 513, 4880, 0
882, 3500, 288, 4876, 0
883, 3400, 284, 4840, 0
884, 3700, 285, 4880, 0
885, 3200, 275, 4880, 0
886, 3400, 275, 4880, 0
887, 3600, 475, 4880, 0
888, 3700, 290, 4844, 0
889, 3200, 288, 4876, 0
890, 3400, 279, 4880, 0
891, 12500, 288, 4880, 0
892, 3500, 375, 4880, 0
893, 3900, 284, 4880, 0
894, 3300, 300, 4880, 0
895, 3400, 280, 4876, 0
896, 16200, 288, 4880, 0
897, 3300, 320, 4876, 0
898, 3600, 298, 4884, 0
899, 3100, 275, 4864, 0
900, 3600, 288, 4880, 1
901, 15800, 279, 4876, 0
902, 3200, 256, 4876, 0
903, 3400, 290, 4880, 0
904, 3800, 298, 4868, 0
905, 3400, 280, 4876, 1
906, 2900, 300, 4884, 0
907, 3800, 236, 4880, 0
908, 3600, 287, 4880, 0
909, 3600, 288, 4876, 0
910, 3500, 285, 4876, 0
911, 3300, 285, 4876, 0
912, 3600, 244, 4880, 0
913, 3700, 282, 4880, 0
914, 3200, 275, 4888, 0
915, 3600, 280, 4880, 0
916, 3500, 279, 4880, 0
917, 3300, 285, 4880, 0
918, 3600, 297, 4876, 0
919, 3600, 288, 4880, 0
920, 3400, 285, 4880, 0
921, 3500, 298, 4880, 0
922, 3900, 280, 4880, 0
923, 3200, 439, 4880, 0
924, 3600, 293, 4896, 0
925, 3500, 280, 4872, 0
926, 2900, 275, 4880, 0
927, 1000, 290, 4880, 0
928, 3600, 449, 4876, 0
929, 3400, 284, 4880, 0
930, 3400, 279, 4880, 0
931, 3700, 290, 4880, 0
932, 1200, 280, 4876, 0
933, 3600, 577, 4876, 0
934, 3900, 280, 4880, 0
935, 3700, 284, 4856, 0
936, 3500, 293, 4880, 0
937, 3600, 285, 4880, 0
938, 3300, 285, 4876, 0
939, 3900, 549, 4880, 0
940, 3300, 288, 4848, 0
941, 3400, 293, 4880, 0
942, 3400, 290, 4880, 0
943, 15800, 284, 4880, 0
944, 3600, 510, 4880, 0
945, 3700, 285, 4880, 0
946, 3600, 284, 4880, 0
947, 3300, 280, 4880, 0
948, 16000, 284, 4880, 0
949, 3900, 480, 4880, 0
950, 3400, 280, 4876, 0
951, 3600, 285, 4840, 0
952, 3500, 279, 4880, 1
953, 12800, 280, 4876, 0
954, 3900, 284, 4876, 0
955, 3500, 293, 4880, 0
956, 3600, 280, 4852, 0
957, 3600, 285, 4884, 1
958, 3600, 290, 4876, 0
959, 3300, 256, 4880, 0
960, 3400, 292, 4880, 0
961, 3600, 290, 4864, 0
962, 4000, 293, 4876, 0
963, 3500, 275, 4880, 0
964, 3400, 259, 4880, 0
965, 3500, 285, 4880, 0
966, 3900, 279, 4888, 0
967, 3500, 284, 4880, 0
968, 3500, 288, 4880, 0
969, 3500, 295, 4880, 0
970, 3500, 285, 4876, 0
971, 3900, 288, 4876, 0
972, 3200, 288, 4880, 0
973, 3900, 285, 4880, 0
974, 2700, 280, 4880, 0
975, 3900, 231, 4880, 0
976, 3400, 279, 4896, 0
977, 3700, 285, 4880, 0
978, 3500, 284, 4880, 0
979, 3200, 285, 4884, 0
980, 3500, 261, 4880, 0
981, 4000, 285, 4876, 0
982, 3400, 279, 4876, 0
983, 3200, 280, 4880, 0
984, 1600, 280, 4880, 0
985, 3400, 370, 4876, 0
986, 3300, 288, 4876, 0
987, 3700, 288, 4872, 0
988, 3900, 295, 4880, 0
989, 3300, 285, 4880, 0
990, 4100, 288, 4880, 0
991, 3400, 298, 4880, 0
992, 3600, 290, 4868, 0
993, 3500, 279, 4876, 0
994, 3000, 275, 4884, 0
995, 14800, 279, 4880, 0
996, 3300, 534, 4876, 0
997, 3500, 290, 4880, 0
998, 3800, 285, 4880, 0
999, 2900, 284, 4876, 0
